date	open	high	low	close	volume	market_cap
Dec 16, 2020	0.000067	0.000074	0.000067	0.000074	0	0
Dec 15, 2020	0.000067	0.000068	0.000066	0.000067	0	0
Dec 14, 2020	0.000066	0.000067	0.000066	0.000067	0	0
Dec 13, 2020	0.000065	0.000067	0.000065	0.000066	0	0
Dec 12, 2020	0.000063	0.000066	0.000062	0.000065	0	0
Dec 11, 2020	0.000063	0.000063	0.000061	0.000063	0	0
Dec 10, 2020	0.000064	0.000064	0.000062	0.000063	0	0
Dec 09, 2020	0.000063	0.000065	0.000062	0.000064	0	0
Dec 08, 2020	0.000067	0.000067	0.000063	0.000063	0	0
Dec 07, 2020	0.000067	0.000067	0.000066	0.000067	0	0
Dec 06, 2020	0.000066	0.000067	0.000065	0.000067	0	0
Dec 05, 2020	0.000065	0.000066	0.000064	0.000066	0	0
Dec 04, 2020	0.000067	0.000068	0.000065	0.000065	0	0
Dec 03, 2020	0.000067	0.000068	0.000066	0.000067	0	0
Dec 02, 2020	0.000065	0.000067	0.000064	0.000067	0	0
Dec 01, 2020	0.000068	0.000069	0.000064	0.000065	0	0
Nov 30, 2020	0.000063	0.000068	0.000063	0.000068	0	0
Nov 29, 2020	0.000061	0.000063	0.000061	0.000063	0	0
Nov 28, 2020	0.000059	0.000062	0.000059	0.000061	0	0
Nov 27, 2020	0.000059	0.000060	0.000057	0.000059	0	0
Nov 26, 2020	0.000065	0.000092	0.000057	0.000059	0	0
Nov 25, 2020	0.000066	0.000067	0.000064	0.000065	0	0
Nov 24, 2020	0.000064	0.000095	0.000063	0.000066	0	0
Nov 23, 2020	0.000064	0.000065	0.000062	0.000064	0	0
Nov 22, 2020	0.000005	0.000065	0.000005	0.000064	0	0
Nov 21, 2020	0.000064	0.000065	0.000005	0.000005	22.34	0
Nov 20, 2020	0.000061	0.000065	0.000061	0.000064	0	0
Nov 19, 2020	0.000061	0.000062	0.000060	0.000061	0	0
Nov 18, 2020	0.000005	0.000062	0.000005	0.000061	0	0
Nov 17, 2020	0.000058	0.000061	0.000005	0.000005	0.096207	0
Nov 16, 2020	0.000055	0.000058	0.000055	0.000058	0	0
Nov 15, 2020	0.000056	0.000056	0.000055	0.000055	0	0
Nov 14, 2020	0.000056	0.000056	0.000054	0.000056	0	0
Nov 13, 2020	0.000056	0.000057	0.000055	0.000056	0	0
Nov 12, 2020	0.000054	0.000056	0.000054	0.000056	0	0
Nov 11, 2020	0.000053	0.000055	0.000053	0.000054	0	0
Nov 10, 2020	0.000053	0.000053	0.000052	0.000053	0	0
Nov 09, 2020	0.000005	0.000053	0.000004	0.000053	0	0
Nov 08, 2020	0.000004	0.000053	0.000004	0.000005	11.75	0
Nov 07, 2020	0.000054	0.000054	0.000004	0.000004	7.89	0
Nov 06, 2020	0.000054	0.000055	0.000053	0.000054	0	0
Nov 05, 2020	0.000049	0.000054	0.000049	0.000054	0	0
Nov 04, 2020	0.000048	0.000049	0.000047	0.000049	0	0
Nov 03, 2020	0.000047	0.000048	0.000046	0.000048	0	0
Nov 02, 2020	0.000047	0.000048	0.000046	0.000047	0	0
Nov 01, 2020	0.000004	0.000048	0.000004	0.000047	0	0
Oct 31, 2020	0.000070	0.000070	0.000004	0.000004	0.386519	0
Oct 30, 2020	0.000046	0.000070	0.000045	0.000070	0	0
Oct 29, 2020	0.000046	0.000047	0.000045	0.000046	0	0
Oct 28, 2020	0.000047	0.000048	0.000045	0.000046	0	0
Oct 27, 2020	0.000045	0.000048	0.000045	0.000047	0	0
Oct 26, 2020	0.000045	0.000046	0.000044	0.000045	0	0
Oct 25, 2020	0.000045	0.000046	0.000045	0.000045	0	0
Oct 24, 2020	0.000045	0.000046	0.000045	0.000045	0	0
Oct 23, 2020	0.000045	0.000067	0.000044	0.000045	0	0
Oct 22, 2020	0.000044	0.000046	0.000044	0.000045	0	0
Oct 21, 2020	0.000041	0.000046	0.000041	0.000044	0	0
Oct 20, 2020	0.000041	0.000061	0.000041	0.000041	0	0
Oct 19, 2020	0.000040	0.000041	0.000040	0.000041	0	0
Oct 18, 2020	0.000039	0.000040	0.000039	0.000040	0	0
Oct 17, 2020	0.000039	0.000040	0.000039	0.000039	0	0
Oct 16, 2020	0.000040	0.000040	0.000039	0.000039	0	0
Oct 15, 2020	0.000040	0.000040	0.000039	0.000040	0	0
Oct 14, 2020	0.000040	0.000040	0.000039	0.000040	0	0
Oct 13, 2020	0.000040	0.000040	0.000039	0.000040	0	0
Oct 12, 2020	0.000040	0.000041	0.000039	0.000040	0	0
Oct 11, 2020	0.000039	0.000040	0.000039	0.000040	0	0
Oct 10, 2020	0.000038	0.000040	0.000038	0.000039	0	0
Oct 09, 2020	0.000038	0.000039	0.000038	0.000038	0	0
Oct 08, 2020	0.000037	0.000038	0.000037	0.000038	0	0
Oct 07, 2020	0.000037	0.000037	0.000037	0.000037	0	0
Oct 06, 2020	0.000004	0.000037	0.000003	0.000037	0	0
Oct 05, 2020	0.000004	0.000037	0.000004	0.000004	12.39	0
Oct 04, 2020	0.000037	0.000037	0.000003	0.000004	10.58	0
Oct 03, 2020	0.000037	0.000037	0.000037	0.000037	0	0
Oct 02, 2020	0.000037	0.000037	0.000036	0.000037	0	0
Oct 01, 2020	0.000037	0.000038	0.000036	0.000037	0	0
Sep 30, 2020	0.000038	0.000038	0.000037	0.000037	0	0
Sep 29, 2020	0.000004	0.000038	0.000004	0.000038	0	0
Sep 28, 2020	0.000037	0.000038	0.000004	0.000004	2.49	0
Sep 27, 2020	0.000037	0.000055	0.000037	0.000037	0	0
Sep 26, 2020	0.000037	0.000037	0.000037	0.000037	0	0
Sep 25, 2020	0.000037	0.000037	0.000037	0.000037	0	0
Sep 24, 2020	0.000036	0.000037	9.10e-7	0.000037	0	0
Sep 23, 2020	0.000037	0.000037	0.000035	0.000036	0	0
Sep 22, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 21, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 20, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 19, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 18, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 17, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 16, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 15, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 14, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 13, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 12, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 11, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 10, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 09, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 08, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 07, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 06, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Sep 05, 2020	0.000004	0.000004	0.000003	0.000003	0	0
Sep 04, 2020	0.000004	0.000004	0.000004	0.000004	7.77	0
Sep 03, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Sep 02, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Sep 01, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 31, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 30, 2020	0.000004	0.000004	0.000004	0.000004	12.85	0
Aug 29, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 28, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 27, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 26, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 25, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 24, 2020	0.000004	0.000004	0.000004	0.000004	0.081621	0
Aug 23, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 22, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 21, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 20, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 19, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 18, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 17, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 16, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 15, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 14, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 13, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 12, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 11, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 10, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 09, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 08, 2020	0.000004	0.000004	0.000004	0.000004	0.983635	0
Aug 07, 2020	0.000004	0.000004	0.000004	0.000004	0	0
Aug 06, 2020	0.000004	0.000004	0.000004	0.000004	1.18	0
Aug 05, 2020	0.000001	0.000004	0.000001	0.000004	0.602412	0
Aug 04, 2020	0.000002	0.000004	0.000001	0.000001	8.73	0
Aug 03, 2020	0.000001	0.000002	0.000001	0.000002	2.13	0
Aug 02, 2020	0.000003	0.000003	0.000001	0.000001	19.54	0
Aug 01, 2020	0.000003	0.000003	0.000003	0.000003	28.77	0
Jul 31, 2020	0.000003	0.000003	0.000003	0.000003	10.08	0
Jul 30, 2020	0.000002	0.000003	0.000002	0.000003	0	0
Jul 29, 2020	0.000003	0.000003	0.000002	0.000002	0.463908	0
Jul 28, 2020	0.000003	0.000003	0.000003	0.000003	0	0
Jul 27, 2020	0.000002	0.000003	0.000002	0.000003	0	0
Jul 26, 2020	0.000002	0.000003	0.000002	0.000002	1.24	0
Jul 25, 2020	0.000001	0.000003	0.000001	0.000002	25.95	0
Jul 24, 2020	0.000001	0.000001	0.000001	0.000001	0	0
Jul 23, 2020	0.000001	0.000001	0.000001	0.000001	12.94	0
Jul 22, 2020	0.000001	0.000001	0.000001	0.000001	0	0
Jul 21, 2020	0.000001	0.000001	0.000001	0.000001	0	0
Jul 20, 2020	0.000001	0.000001	0.000001	0.000001	109.81	0
Jul 19, 2020	0.000002	0.000002	0.000001	0.000001	10.54	0
Jul 18, 2020	0.000002	0.000002	0.000002	0.000002	0.942109	0
Jul 17, 2020	0.000002	0.000002	0.000001	0.000002	71.44	0
Jul 16, 2020	0.000002	0.000002	0.000002	0.000002	0	0
Jul 15, 2020	0.000002	0.000002	0.000002	0.000002	631.16	0
Jul 14, 2020	0.000001	0.000002	0.000001	0.000002	2,810.18	0
Jul 13, 2020	0.000001	0.000001	0.000001	0.000001	0	0
Jul 12, 2020	0.000002	0.000002	0.000001	0.000001	73.20	0
Jul 11, 2020	0.000001	0.000002	0.000001	0.000002	4.32	0
Jul 10, 2020	0.000002	0.000002	0.000001	0.000001	62.46	0
Jul 09, 2020	0.000002	0.000002	0.000002	0.000002	16.11	0
Jul 08, 2020	0.000002	0.000002	0.000001	0.000002	14.50	0
Jul 07, 2020	0.000002	0.000002	0.000002	0.000002	0.001076	0
Jul 06, 2020	0.000002	0.000002	0.000002	0.000002	0.000038	0
Jul 05, 2020	0.000005	0.000005	0.000002	0.000002	72.04	0
Jul 04, 2020	0.000002	0.000005	0.000002	0.000005	78.65	0
Jul 03, 2020	0.000002	0.000002	0.000002	0.000002	0	0
Jul 02, 2020	0.000002	0.000002	0.000002	0.000002	0	0
Jul 01, 2020	0.000002	0.000002	0.000002	0.000002	0	0
Jun 30, 2020	0.000002	0.000002	0.000002	0.000002	176.38	0
Jun 29, 2020	0.000003	0.000003	0.000001	0.000002	47.75	0
Jun 28, 2020	0.000002	0.000010	0.000002	0.000003	704.70	0
Jun 27, 2020	0.000005	0.000042	0.000002	0.000002	1.09	0
Jun 26, 2020	0.000002	0.000005	8.38e-7	0.000005	302.01	0
Jun 25, 2020	0.000073	0.000073	0.000002	0.000002	0.233018	0
Jun 24, 2020	0.000017	0.000077	0.000016	0.000073	25.10	0
Jun 23, 2020	0.000003	0.000044	0.000002	0.000017	140.78	0
Jun 22, 2020	0.000011	0.000011	0.000002	0.000003	229.29	0
Jun 21, 2020	0.000002	0.000042	0.000002	0.000012	87.51	0
Jun 20, 2020	0.000002	0.000002	0.000002	0.000002	17.13	0
Jun 19, 2020	0.000002	0.000002	0.000002	0.000002	21.16	0
Jun 18, 2020	0.000002	0.000002	0.000002	0.000002	3.55	0
Jun 17, 2020	0.000002	0.000002	0.000002	0.000002	2.35	0
Jun 16, 2020	0.000002	0.000002	0.000002	0.000002	0	0
Jun 15, 2020	0.000002	0.000002	0.000002	0.000002	0.409467	0
Jun 14, 2020	0.000002	0.000002	0.000002	0.000002	33.11	0
Jun 13, 2020	0.000002	0.000002	0.000002	0.000002	63.71	0
Jun 12, 2020	8.67e-7	0.000002	6.63e-7	0.000002	116.02	0
Jun 11, 2020	0.000002	0.000002	8.64e-7	8.67e-7	16.51	0
Jun 10, 2020	3.67e-7	0.000002	3.66e-7	0.000002	0.837458	0
Jun 09, 2020	0.000002	0.000002	2.43e-7	3.67e-7	11.43	0
Jun 08, 2020	0.000002	0.000002	0.000002	0.000002	0.271004	0
Jun 07, 2020	7.26e-7	0.000002	7.25e-7	0.000002	0.220571	0
Jun 06, 2020	0.000002	0.000002	7.21e-7	7.26e-7	1.30	0
Jun 05, 2020	7.32e-7	0.000002	7.32e-7	0.000002	15.24	0
Jun 04, 2020	7.33e-7	7.38e-7	7.10e-7	7.32e-7	0	0
Jun 03, 2020	9.49e-7	9.53e-7	7.10e-7	7.32e-7	2.92	0
Jun 02, 2020	0.000002	0.000002	9.33e-7	9.49e-7	0.002135	0
Jun 01, 2020	0.000002	0.000002	0.000002	0.000002	23.43	0
May 31, 2020	8.73e-7	0.000002	7.05e-7	0.000002	24.43	0
May 30, 2020	0.000002	0.000002	3.23e-7	8.72e-7	202.31	0
May 29, 2020	0.000002	0.000002	0.000002	0.000002	10.26	0
May 28, 2020	2.93e-7	0.000002	2.90e-7	0.000002	2.86	0
May 27, 2020	4.04e-7	4.08e-7	2.89e-7	2.93e-7	85.02	0
May 26, 2020	0.000002	0.000002	4.03e-7	4.04e-7	7.77	0
May 25, 2020	0.000002	0.000002	0.000002	0.000002	0	0
May 24, 2020	0.000002	0.000002	0.000002	0.000002	0	0
May 23, 2020	0.000002	0.000002	0.000002	0.000002	0	0
May 22, 2020	0.000002	0.000002	0.000002	0.000002	0	0
May 21, 2020	0.000002	0.000002	0.000002	0.000002	0	0
May 20, 2020	2.79e-7	0.000002	2.78e-7	0.000002	0	0
May 19, 2020	4.04e-7	4.24e-7	2.12e-7	2.79e-7	62.63	0
May 18, 2020	3.94e-7	4.04e-7	3.94e-7	4.04e-7	0	0
May 17, 2020	4.01e-7	4.05e-7	3.82e-7	3.94e-7	0.232212	0
May 16, 2020	0.000002	0.000002	3.98e-7	4.01e-7	0.001082	0
May 15, 2020	0.000002	0.000002	0.000002	0.000002	0	0
May 14, 2020	0.000002	0.000002	0.000002	0.000002	0	0
May 13, 2020	5.67e-7	0.000002	5.67e-7	0.000002	1.20	0
May 12, 2020	5.67e-7	5.67e-7	5.67e-7	5.67e-7	0	0
May 11, 2020	5.66e-7	5.74e-7	5.56e-7	5.67e-7	0	0
May 10, 2020	4.02e-7	5.70e-7	3.52e-7	5.66e-7	0.919767	0
May 09, 2020	3.51e-7	4.06e-7	3.51e-7	4.02e-7	0.652878	0
May 08, 2020	3.51e-7	3.51e-7	3.51e-7	3.51e-7	0	0
May 07, 2020	4.79e-7	5.00e-7	3.49e-7	3.51e-7	0	0
May 06, 2020	0.000002	0.000002	4.79e-7	4.79e-7	45.18	0
May 05, 2020	0.000002	0.000002	0.000001	0.000002	3.82	0
May 04, 2020	0.000002	0.000002	0.000002	0.000002	0	0
May 03, 2020	0.000002	0.000002	0.000002	0.000002	0	0
May 02, 2020	3.43e-7	0.000002	3.41e-7	0.000002	0.107688	0
May 01, 2020	0.000001	0.000001	3.38e-7	3.42e-7	0.233926	0
Apr 30, 2020	0.000001	0.000001	0.000001	0.000001	0	0
Apr 29, 2020	0.000001	0.000001	0.000001	0.000001	24.71	0
Apr 28, 2020	0.000001	0.000001	0.000001	0.000001	0.235371	0
Apr 27, 2020	0.000001	0.000001	0.000001	0.000001	0	0
Apr 26, 2020	0.000001	0.000001	0.000001	0.000001	0.127217	0
